order_id,customer_id,email,order_date,order_channel,payment_method,shipping_speed,is_expedited,agent_id,shipping_address,billing_address,order_total,total_items,clv_bucket
SO-16146102,CUST-4880,lawrencewheeler@example.org,2025-07-05,web,"apple pay",standard,False,ONLINE,"7429 Reed Dam Suite 305, Sheilaborough, FL 99897","7429 Reed Dam Suite 305, Sheilaborough, FL 99897",3123.6,9,high
SO-71307604,CUST-3786,michaellopez@example.com,2025-02-17,web,ach,overnight,True,ONLINE,"529 Jason Vista Apt. 653, Hunterbury, MI 23262","529 Jason Vista Apt. 653, Hunterbury, MI 23262",988.35,5,high
SO-43352701,CUST-3735,gomezpeter@example.org,2024-12-07,"social media","credit card",standard,False,ONLINE,"Unit 9787 Box 1415, DPO AP 35637","Unit 9787 Box 1415, DPO AP 35637",1476.9,9,high
SO-96368625,CUST-3735,gomezpeter@example.org,2024-10-07,phone,ach,overnight,True,CSR-0001,"Unit 9787 Box 1415, DPO AP 35637","Unit 9787 Box 1415, DPO AP 35637",4891.66,15,high
SO-80452222,CUST-3735,gomezpeter@example.org,2025-02-12,web,"apple pay",standard,False,ONLINE,"Unit 9787 Box 1415, DPO AP 35637","Unit 9787 Box 1415, DPO AP 35637",5027.62,18,high
SO-77672685,CUST-4224,james14@example.org,2024-10-11,newegg,newegg,overnight,True,ONLINE,"83288 Christopher Lodge, Durhamville, MO 05737","83288 Christopher Lodge, Durhamville, MO 05737",5743.28,22,high
SO-12501320,CUST-4545,lisarivera@example.net,2025-06-26,web,paypal,standard,False,ONLINE,"572 Steven Alley, Morrisbury, VI 39863","572 Steven Alley, Morrisbury, VI 39863",1871.32,8,low
SO-59198909,CUST-4545,lisarivera@example.net,2025-05-23,web,"apple pay",standard,False,ONLINE,"572 Steven Alley, Morrisbury, VI 39863","572 Steven Alley, Morrisbury, VI 39863",683.8,4,low
SO-52071986,CUST-3539,rosejessica@example.org,2024-08-25,"social media","apple pay",standard,False,ONLINE,"USNV Rose, FPO AA 69996","USNV Rose, FPO AA 69996",8365.45,29,medium
SO-88001267,CUST-3539,rosejessica@example.org,2024-12-02,web,"credit card",standard,False,ONLINE,"USNV Rose, FPO AA 69996","USNV Rose, FPO AA 69996",3190.34,17,medium
SO-57177738,CUST-3539,rosejessica@example.org,2025-06-14,web,"google pay",two-day,True,ONLINE,"USNV Rose, FPO AA 69996","USNV Rose, FPO AA 69996",6779.69,20,medium
SO-00903216,CUST-4688,campbellkenneth@example.net,2024-10-11,phone,"credit card",standard,False,CSR-0008,"7963 Brooke Park, Johnfurt, PR 93240","7963 Brooke Park, Johnfurt, PR 93240",4179.62,12,high
SO-91029872,CUST-3534,john85@example.com,2024-12-19,newegg,newegg,standard,False,ONLINE,"83695 Olivia Mews, East Meganstad, NH 48989","83695 Olivia Mews, East Meganstad, NH 48989",273.19,1,high
SO-65804868,CUST-3534,john85@example.com,2025-01-11,"social media","apple pay",standard,False,ONLINE,"83695 Olivia Mews, East Meganstad, NH 48989","83695 Olivia Mews, East Meganstad, NH 48989",3772.79,25,high
SO-43468300,CUST-5121,colejoseph@example.org,2025-05-27,newegg,newegg,standard,False,ONLINE,"4820 Hernandez Pike Suite 456, Lake Petershire, CT 12586","4820 Hernandez Pike Suite 456, Lake Petershire, CT 12586",2329.93,8,high
SO-92368627,CUST-5063,torreschristina@example.net,2025-03-24,web,"apple pay",standard,False,ONLINE,"0313 Patterson Court, South Harry, CO 18132","0313 Patterson Court, South Harry, CO 18132",3256.48,13,high
SO-04099197,CUST-5063,torreschristina@example.net,2024-12-14,newegg,newegg,two-day,True,ONLINE,"0313 Patterson Court, South Harry, CO 18132","0313 Patterson Court, South Harry, CO 18132",217.35,4,high
SO-43028080,CUST-5063,torreschristina@example.net,2024-08-07,web,ach,two-day,True,ONLINE,"0313 Patterson Court, South Harry, CO 18132","0313 Patterson Court, South Harry, CO 18132",1806.73,17,high
SO-84734555,CUST-5097,santhony@example.com,2025-05-20,ebay,ebay,overnight,True,ONLINE,"44403 Jermaine Via Apt. 329, New Brendafurt, MH 96098","44403 Jermaine Via Apt. 329, New Brendafurt, MH 96098",5420.67,20,low
SO-50900650,CUST-5097,santhony@example.com,2024-07-27,web,"apple pay",standard,False,"","44403 Jermaine Via Apt. 329, New Brendafurt, MH 96098","44403 Jermaine Via Apt. 329, New Brendafurt, MH 96098",6020.5,23,low
SO-30843662,CUST-5097,santhony@example.com,2025-06-28,web,"apple pay",standard,False,ONLINE,"44403 Jermaine Via Apt. 329, New Brendafurt, MH 96098","44403 Jermaine Via Apt. 329, New Brendafurt, MH 96098",8785.01,26,low
SO-62025924,CUST-4776,csmith@example.net,2024-11-22,web,ach,standard,False,ONLINE,"0344 Charles Road Apt. 103, Port Kari, MO 50082","0344 Charles Road Apt. 103, Port Kari, MO 50082",7701.1,39,high
SO-59277944,CUST-4776,csmith@example.net,2025-02-03,phone,ach,two-day,True,CSR-0011,"0344 Charles Road Apt. 103, Port Kari, MO 50082","0344 Charles Road Apt. 103, Port Kari, MO 50082",5639.1,21,high
SO-79889370,CUST-4213,brittany13@example.com,2024-11-08,"social media","google pay",standard,False,ONLINE,"1462 Nicole Harbors, Danielmouth, VI 85562","1462 Nicole Harbors, Danielmouth, VI 85562",4716.57,33,high
SO-28263192,CUST-3813,christinasmith@example.org,2024-12-01,ebay,ebay,standard,False,ONLINE,"80041 Charles Port Apt. 825, New Nathan, VA 03276","80041 Charles Port Apt. 825, New Nathan, VA 03276",9980.62,51,high
SO-07491828,CUST-3813,christinasmith@example.org,2025-06-16,web,"apple pay",standard,False,ONLINE,"80041 Charles Port Apt. 825, New Nathan, VA 03276","80041 Charles Port Apt. 825, New Nathan, VA 03276",7345.68,33,high
SO-47284920,CUST-3813,christinasmith@example.org,2024-07-30,"social media","google pay",overnight,True,ONLINE,"80041 Charles Port Apt. 825, New Nathan, VA 03276","80041 Charles Port Apt. 825, New Nathan, VA 03276",5426.85,15,high
SO-09048270,CUST-4437,kduncan@example.net,2024-08-05,web,"google pay",two-day,True,ONLINE,"3643 Love Center Suite 343, Martinberg, MO 61063","3643 Love Center Suite 343, Martinberg, MO 61063",2520.85,7,low
SO-40361240,CUST-4437,kduncan@example.net,2025-04-01,phone,"credit card",two-day,True,CSR-0017,"3643 Love Center Suite 343, Martinberg, MO 61063","3643 Love Center Suite 343, Martinberg, MO 61063",2516.37,9,low
SO-45383771,CUST-4992,barbarafletcher@example.com,2025-05-29,phone,ach,standard,False,CSR-0020,"5743 Terrance Islands Suite 734, Melissafort, MN 30402","5743 Terrance Islands Suite 734, Melissafort, MN 30402",2083.4,11,high
SO-05255248,CUST-4992,barbarafletcher@example.com,2025-04-03,web,"credit card",standard,False,ONLINE,"5743 Terrance Islands Suite 734, Melissafort, MN 30402","5743 Terrance Islands Suite 734, Melissafort, MN 30402",7248.81,25,high
SO-61669983,CUST-4992,barbarafletcher@example.com,2024-12-14,phone,"credit card",two-day,True,CSR-0010,"5743 Terrance Islands Suite 734, Melissafort, MN 30402","5743 Terrance Islands Suite 734, Melissafort, MN 30402",5335.26,43,high
SO-47731583,CUST-4275,fishermatthew@example.net,2025-04-19,phone,ach,overnight,True,CSR-0017,"849 Hanson Cape, Lake Cassidyborough, IN 54238","849 Hanson Cape, Lake Cassidyborough, IN 54238",5638.02,21,medium
SO-42774303,CUST-4275,fishermatthew@example.net,2025-01-14,ebay,ebay,two-day,True,ONLINE,"849 Hanson Cape, Lake Cassidyborough, IN 54238","849 Hanson Cape, Lake Cassidyborough, IN 54238",8373.07,28,medium
SO-81025205,CUST-4275,fishermatthew@example.net,2024-10-09,web,paypal,overnight,True,ONLINE,"849 Hanson Cape, Lake Cassidyborough, IN 54238","849 Hanson Cape, Lake Cassidyborough, IN 54238",43.68,3,medium
SO-79811744,CUST-3692,phillipstammie@example.net,2025-05-20,ebay,ebay,overnight,True,ONLINE,"3531 John Loop Suite 504, New Andrew, NM 50660","3531 John Loop Suite 504, New Andrew, NM 50660",1205.33,5,high
SO-98391470,CUST-4684,ian65@example.net,2025-07-17,phone,ach,two-day,True,CSR-0016,"69789 Nancy Islands Apt. 728, Nicolechester, KY 43283","69789 Nancy Islands Apt. 728, Nicolechester, KY 43283",1146.68,6,low
SO-47975047,CUST-4684,ian65@example.net,2024-09-01,"social media","google pay",standard,False,ONLINE,"69789 Nancy Islands Apt. 728, Nicolechester, KY 43283","69789 Nancy Islands Apt. 728, Nicolechester, KY 43283",2104.25,7,low
SO-27104122,CUST-5234,sandra50@example.org,2025-02-10,web,ach,standard,False,ONLINE,"11806 Christopher Orchard Apt. 714, Brownton, DC 33363","11806 Christopher Orchard Apt. 714, Brownton, DC 33363",2486.03,12,low
SO-70054837,CUST-3751,burnscharles@example.com,2025-07-06,"social media","apple pay",overnight,True,ONLINE,"435 Daniel Walks Suite 633, Valerieberg, MS 19563","435 Daniel Walks Suite 633, Valerieberg, MS 19563",2069.77,7,high
SO-36879535,CUST-3751,burnscharles@example.com,2024-09-27,newegg,newegg,overnight,True,ONLINE,"435 Daniel Walks Suite 633, Valerieberg, MS 19563","435 Daniel Walks Suite 633, Valerieberg, MS 19563",1584.96,4,high
SO-32637452,CUST-3840,smithandrea@example.org,2024-10-20,ebay,ebay,standard,False,ONLINE,"40568 Sarah Rapid Apt. 595, Francoton, DC 70514","40568 Sarah Rapid Apt. 595, Francoton, DC 70514",1061.92,4,high
SO-01329421,CUST-3840,smithandrea@example.org,2025-05-13,web,"apple pay",two-day,True,ONLINE,"40568 Sarah Rapid Apt. 595, Francoton, DC 70514","40568 Sarah Rapid Apt. 595, Francoton, DC 70514",1443.9,7,high
SO-43419663,CUST-4823,garciachristy@example.org,2024-10-24,web,paypal,two-day,True,ONLINE,"77526 Chris Hill Suite 715, Christineborough, PA 84899","77526 Chris Hill Suite 715, Christineborough, PA 84899",3375.59,11,low
SO-62786575,CUST-4823,garciachristy@example.org,2025-02-10,phone,ach,standard,False,CSR-0002,"77526 Chris Hill Suite 715, Christineborough, PA 84899","77526 Chris Hill Suite 715, Christineborough, PA 84899",7805.78,21,low
SO-18561419,CUST-4315,ethannorris@example.org,2025-02-28,phone,"credit card",overnight,True,CSR-0004,"6141 Alisha Wells Apt. 294, Mezachester, RI 64091","6141 Alisha Wells Apt. 294, Mezachester, RI 64091",5703.46,23,low
SO-34343737,CUST-4315,ethannorris@example.org,2024-10-28,web,"apple pay",standard,False,ONLINE,"6141 Alisha Wells Apt. 294, Mezachester, RI 64091","6141 Alisha Wells Apt. 294, Mezachester, RI 64091",2928.69,13,low
SO-65439847,CUST-5066,robert49@example.net,2025-04-08,web,ach,standard,False,ONLINE,"466 Amy Crossing, New Stephen, IA 47763","466 Amy Crossing, New Stephen, IA 47763",3779.0,14,medium
SO-17901039,CUST-5066,robert49@example.net,2024-08-13,web,paypal,standard,False,ONLINE,"466 Amy Crossing, New Stephen, IA 47763","466 Amy Crossing, New Stephen, IA 47763",2263.59,6,medium
SO-12536819,CUST-3504,currylindsey@example.org,2024-12-11,phone,ach,standard,False,CSR-0018,"300 Kim Island Apt. 400, New Jessicachester, SC 25662","300 Kim Island Apt. 400, New Jessicachester, SC 25662",3634.51,24,high
SO-70599560,CUST-3504,currylindsey@example.org,2024-10-02,"social media","google pay",two-day,True,ONLINE,"300 Kim Island Apt. 400, New Jessicachester, SC 25662","300 Kim Island Apt. 400, New Jessicachester, SC 25662",2798.23,12,high
SO-06697171,CUST-4471,munozjessica@example.org,2025-04-15,web,"credit card",standard,False,ONLINE,"2541 King Parks Suite 230, Port Charles, NC 10441","2541 King Parks Suite 230, Port Charles, NC 10441",10285.31,39,low
SO-07662839,CUST-4471,munozjessica@example.org,2024-07-28,web,paypal,standard,False,ONLINE,"2541 King Parks Suite 230, Port Charles, NC 10441","2541 King Parks Suite 230, Port Charles, NC 10441",3271.66,21,low
SO-23147954,CUST-4679,mwood@example.net,2025-05-02,web,"apple pay",standard,False,ONLINE,"55726 Lauren Summit Suite 507, West Yvette, MH 92055","55726 Lauren Summit Suite 507, West Yvette, MH 92055",3684.16,20,low
SO-61921486,CUST-4679,mwood@example.net,2025-05-07,web,"credit card",overnight,True,ONLINE,"55726 Lauren Summit Suite 507, West Yvette, MH 92055","55726 Lauren Summit Suite 507, West Yvette, MH 92055",7312.8,28,low
SO-95408972,CUST-4655,valenzuelarobert@example.org,2024-11-25,ebay,ebay,overnight,True,ONLINE,"0055 Ann Falls Suite 899, North Ashleyberg, VI 69749","0055 Ann Falls Suite 899, North Ashleyberg, VI 69749",3118.09,12,high
SO-03950153,CUST-4655,valenzuelarobert@example.org,2025-02-09,web,ach,overnight,True,ONLINE,"0055 Ann Falls Suite 899, North Ashleyberg, VI 69749","0055 Ann Falls Suite 899, North Ashleyberg, VI 69749",7306.43,20,high
SO-96360341,CUST-4655,valenzuelarobert@example.org,2024-07-22,web,paypal,overnight,True,ONLINE,"0055 Ann Falls Suite 899, North Ashleyberg, VI 69749","0055 Ann Falls Suite 899, North Ashleyberg, VI 69749",7004.12,25,high
SO-79728069,CUST-4124,kennethclark@example.com,2024-10-02,ebay,ebay,two-day,True,ONLINE,"995 Smith Square Apt. 503, Lopezborough, DC 39745","995 Smith Square Apt. 503, Lopezborough, DC 39745",2157.11,11,high
SO-24727520,CUST-4124,kennethclark@example.com,2024-08-27,web,"google pay",standard,False,ONLINE,"995 Smith Square Apt. 503, Lopezborough, DC 39745","995 Smith Square Apt. 503, Lopezborough, DC 39745",370.05,10,high
SO-84229985,CUST-3839,mcmillancharles@example.net,2025-04-26,web,"google pay",standard,False,ONLINE,"USCGC Lee, FPO AA 18610","USCGC Lee, FPO AA 18610",2010.96,28,medium
SO-13047110,CUST-4829,cooperlaura@example.org,2024-10-28,web,paypal,overnight,True,ONLINE,"USNV Gross, FPO AP 32282","USNV Gross, FPO AP 32282",9791.12,36,high
SO-75409858,CUST-4829,cooperlaura@example.org,2025-01-03,web,"credit card",two-day,True,ONLINE,"USNV Gross, FPO AP 32282","USNV Gross, FPO AP 32282",3326.02,11,high
SO-07842111,CUST-4449,nicolebraun@example.com,2025-01-19,phone,ach,two-day,True,CSR-0010,"790 Martinez Islands Suite 110, Floresmouth, MS 88396","790 Martinez Islands Suite 110, Floresmouth, MS 88396",5929.63,20,high
SO-22815673,CUST-4449,nicolebraun@example.com,2024-12-08,phone,"credit card",standard,False,CSR-0010,"790 Martinez Islands Suite 110, Floresmouth, MS 88396","790 Martinez Islands Suite 110, Floresmouth, MS 88396",5029.47,38,high
SO-43491197,CUST-4449,nicolebraun@example.com,2024-07-21,phone,"credit card",standard,False,CSR-0019,"790 Martinez Islands Suite 110, Floresmouth, MS 88396","790 Martinez Islands Suite 110, Floresmouth, MS 88396",2777.84,11,high
SO-60861135,CUST-5228,ycooper@example.net,2024-08-03,phone,"credit card",standard,False,CSR-0019,"774 Hernandez Plaza Apt. 316, Nealshire, IA 78578","774 Hernandez Plaza Apt. 316, Nealshire, IA 78578",5095.2,16,high
SO-38964108,CUST-3906,thomas54@example.org,2024-11-11,web,paypal,overnight,True,ONLINE,"5361 Julie Road, Port Melindaborough, MT 32256","5361 Julie Road, Port Melindaborough, MT 32256",3163.41,15,high
SO-80912432,CUST-3906,thomas54@example.org,2024-12-31,web,"credit card",two-day,True,ONLINE,"5361 Julie Road, Port Melindaborough, MT 32256","5361 Julie Road, Port Melindaborough, MT 32256",3181.14,24,high
SO-26933039,CUST-3906,thomas54@example.org,2024-11-16,web,ach,standard,False,ONLINE,"5361 Julie Road, Port Melindaborough, MT 32256","5361 Julie Road, Port Melindaborough, MT 32256",2898.56,16,high
SO-33649038,CUST-4815,sara97@example.net,2025-03-28,web,"apple pay",two-day,True,ONLINE,"993 Gallegos Burgs Suite 745, East Jeff, SD 89092","993 Gallegos Burgs Suite 745, East Jeff, SD 89092",168.81,1,high
SO-22583848,CUST-4815,sara97@example.net,2025-02-20,web,paypal,standard,False,ONLINE,"993 Gallegos Burgs Suite 745, East Jeff, SD 89092","993 Gallegos Burgs Suite 745, East Jeff, SD 89092",8126.38,31,high
SO-93503467,CUST-4790,browneric@example.org,2025-03-04,phone,ach,overnight,True,CSR-0008,"471 Stacy Wells Suite 961, New Nathanfurt, MT 13280","471 Stacy Wells Suite 961, New Nathanfurt, MT 13280",6128.98,24,high
SO-14163578,CUST-4790,browneric@example.org,2025-04-29,phone,"credit card",standard,False,CSR-0005,"471 Stacy Wells Suite 961, New Nathanfurt, MT 13280","471 Stacy Wells Suite 961, New Nathanfurt, MT 13280",130.37,6,high
SO-63503681,CUST-4130,virginia71@example.com,2024-08-15,ebay,ebay,overnight,True,ONLINE,"7145 Kimberly Plains, Farmerview, OK 80637","7145 Kimberly Plains, Farmerview, OK 80637",3400.67,18,high
SO-02992939,CUST-4130,virginia71@example.com,2024-08-10,phone,"credit card",standard,False,CSR-0003,"7145 Kimberly Plains, Farmerview, OK 80637","7145 Kimberly Plains, Farmerview, OK 80637",4466.02,16,high
SO-15925714,CUST-4130,virginia71@example.com,2025-06-15,ebay,ebay,standard,False,ONLINE,"7145 Kimberly Plains, Farmerview, OK 80637","7145 Kimberly Plains, Farmerview, OK 80637",8039.12,22,high
SO-43078125,CUST-4132,samantha65@example.net,2024-10-03,newegg,newegg,standard,False,ONLINE,"83324 Katie Valley Suite 306, Wrightview, ND 17164","83324 Katie Valley Suite 306, Wrightview, ND 17164",2500.47,16,high
SO-23324672,CUST-4579,aaron33@example.com,2025-04-21,phone,ach,standard,False,CSR-0020,"997 Michael Cape Apt. 661, Port Calvin, AS 10081","997 Michael Cape Apt. 661, Port Calvin, AS 10081",6912.67,22,high
SO-12631793,CUST-4579,aaron33@example.com,2025-03-20,web,"credit card",two-day,True,ONLINE,"997 Michael Cape Apt. 661, Port Calvin, AS 10081","997 Michael Cape Apt. 661, Port Calvin, AS 10081",1769.83,8,high
SO-12833032,CUST-4579,aaron33@example.com,2025-04-14,phone,ach,two-day,True,CSR-0020,"997 Michael Cape Apt. 661, Port Calvin, AS 10081","997 Michael Cape Apt. 661, Port Calvin, AS 10081",5216.53,21,high
SO-02162515,CUST-3878,sheilarivera@example.com,2025-06-11,web,paypal,standard,False,ONLINE,"2367 Julie Mountain, Tracyton, NV 31074","2367 Julie Mountain, Tracyton, NV 31074",4618.57,19,low
SO-81685876,CUST-3878,sheilarivera@example.com,2025-04-11,ebay,ebay,standard,False,ONLINE,"2367 Julie Mountain, Tracyton, NV 31074","2367 Julie Mountain, Tracyton, NV 31074",7099.2,28,low
SO-45856354,CUST-4392,katrinacarter@example.net,2025-05-04,web,paypal,overnight,True,ONLINE,"954 Peter Crest, New Williambury, OH 98929","954 Peter Crest, New Williambury, OH 98929",2452.71,13,high
SO-59107875,CUST-4392,katrinacarter@example.net,2024-11-28,web,"apple pay",standard,False,ONLINE,"954 Peter Crest, New Williambury, OH 98929","954 Peter Crest, New Williambury, OH 98929",4665.43,32,high
SO-65675191,CUST-4018,eoneill@example.org,2025-02-20,web,"google pay",two-day,True,ONLINE,"791 Kristina Trail, Lake Danielville, PR 96923","791 Kristina Trail, Lake Danielville, PR 96923",5866.82,21,low
SO-66499672,CUST-3555,sergiobanks@example.org,2025-03-27,"social media",paypal,standard,False,ONLINE,"7275 James Springs Apt. 163, South Justinville, AL 15667","7275 James Springs Apt. 163, South Justinville, AL 15667",1234.93,7,high
SO-78673576,CUST-3555,sergiobanks@example.org,2024-09-09,ebay,ebay,two-day,True,ONLINE,"7275 James Springs Apt. 163, South Justinville, AL 15667","7275 James Springs Apt. 163, South Justinville, AL 15667",5841.55,20,high
SO-35667143,CUST-5066,robert49@example.net,2025-04-07,web,"credit card",standard,False,ONLINE,"466 Amy Crossing, New Stephen, IA 47763","466 Amy Crossing, New Stephen, IA 47763",8369.84,29,medium
SO-72213199,CUST-5009,waltersanford@example.net,2025-02-12,web,ach,standard,False,ONLINE,"53207 Padilla Parks, New Jaclyn, PW 93832","53207 Padilla Parks, New Jaclyn, PW 93832",2504.27,13,high
SO-57702746,CUST-5009,waltersanford@example.net,2024-10-09,newegg,newegg,two-day,True,ONLINE,"53207 Padilla Parks, New Jaclyn, PW 93832","53207 Padilla Parks, New Jaclyn, PW 93832",696.36,2,high
SO-58610411,CUST-4717,carlos64@example.net,2025-07-05,"social media","apple pay",overnight,True,ONLINE,"984 Flores Trail, Anthonyside, NY 08777","984 Flores Trail, Anthonyside, NY 08777",5442.91,30,medium
SO-64344937,CUST-4717,carlos64@example.net,2024-10-24,newegg,newegg,standard,False,"","984 Flores Trail, Anthonyside, NY 08777","984 Flores Trail, Anthonyside, NY 08777",3698.66,16,medium
SO-47986620,CUST-4717,carlos64@example.net,2025-03-18,"social media",paypal,overnight,True,ONLINE,"984 Flores Trail, Anthonyside, NY 08777","984 Flores Trail, Anthonyside, NY 08777",97.82,2,medium
SO-43146944,CUST-3534,john85@example.com,2025-02-24,web,"credit card",two-day,True,ONLINE,"83695 Olivia Mews, East Meganstad, NH 48989","83695 Olivia Mews, East Meganstad, NH 48989",4270.14,16,high
SO-31951459,CUST-4202,isaiahgamble@example.com,2024-10-12,web,"google pay",standard,False,ONLINE,"654 Charles Shore, Stonemouth, SD 72141","654 Charles Shore, Stonemouth, SD 72141",4409.24,20,medium
SO-61494417,CUST-4202,isaiahgamble@example.com,2025-07-08,web,"apple pay",two-day,True,ONLINE,"654 Charles Shore, Stonemouth, SD 72141","654 Charles Shore, Stonemouth, SD 72141",4571.52,15,medium
SO-39549016,CUST-4202,isaiahgamble@example.com,2025-06-04,web,ach,two-day,True,ONLINE,"654 Charles Shore, Stonemouth, SD 72141","654 Charles Shore, Stonemouth, SD 72141",5245.09,24,medium
SO-30295227,CUST-5206,chanjulie@example.org,2025-02-01,"social media","credit card",overnight,True,ONLINE,"998 Chase Radial, Lake Craig, MI 22535","998 Chase Radial, Lake Craig, MI 22535",2063.21,6,high
SO-78254936,CUST-5206,chanjulie@example.org,2025-04-24,web,ach,standard,False,ONLINE,"998 Chase Radial, Lake Craig, MI 22535","998 Chase Radial, Lake Craig, MI 22535",3151.34,8,high
SO-57284899,CUST-4299,anthonymatthews@example.org,2024-12-14,ebay,ebay,standard,False,ONLINE,"USNV Robinson, FPO AE 31753","USNV Robinson, FPO AE 31753",10863.45,60,medium
SO-96070261,CUST-3898,haroldholloway@example.com,2025-02-25,web,ach,two-day,True,ONLINE,"Unit 3266 Box 6038, DPO AE 20896","Unit 3266 Box 6038, DPO AE 20896",2116.2,11,high
SO-76994716,CUST-3898,haroldholloway@example.com,2025-07-15,web,paypal,two-day,True,ONLINE,"Unit 3266 Box 6038, DPO AE 20896","Unit 3266 Box 6038, DPO AE 20896",2639.27,13,high
SO-47945695,CUST-3898,haroldholloway@example.com,2024-08-21,web,paypal,standard,False,ONLINE,"Unit 3266 Box 6038, DPO AE 20896","Unit 3266 Box 6038, DPO AE 20896",4104.44,11,high
SO-77495798,CUST-4430,ywashington@example.com,2025-04-22,newegg,newegg,overnight,True,"","14086 Hicks Valleys, Aliciafort, AZ 86851","14086 Hicks Valleys, Aliciafort, AZ 86851",1207.83,3,high
SO-11540908,CUST-4430,ywashington@example.com,2024-09-22,web,paypal,standard,False,ONLINE,"14086 Hicks Valleys, Aliciafort, AZ 86851","14086 Hicks Valleys, Aliciafort, AZ 86851",4852.79,27,high
SO-14941268,CUST-4390,samanthamartin@example.net,2025-01-23,web,"apple pay",standard,False,ONLINE,"1151 Clark Garden, West Robert, SC 67204","1151 Clark Garden, West Robert, SC 67204",6810.2,23,high
SO-36172483,CUST-4390,samanthamartin@example.net,2025-06-22,phone,ach,standard,False,CSR-0016,"1151 Clark Garden, West Robert, SC 67204","1151 Clark Garden, West Robert, SC 67204",5161.7,25,high
SO-96447068,CUST-3694,amanda63@example.com,2025-03-21,web,ach,two-day,True,ONLINE,"674 Flynn Plaza Suite 947, Stephensonstad, ND 17675","674 Flynn Plaza Suite 947, Stephensonstad, ND 17675",266.24,4,high
SO-23041721,CUST-5050,olivia01@example.net,2025-03-09,web,"google pay",two-day,True,ONLINE,"25360 Lisa Spring, Lisatown, MD 89523","25360 Lisa Spring, Lisatown, MD 89523",4312.72,13,high
SO-11924737,CUST-5050,olivia01@example.net,2025-03-24,web,"google pay",overnight,True,ONLINE,"25360 Lisa Spring, Lisatown, MD 89523","25360 Lisa Spring, Lisatown, MD 89523",751.28,2,high
SO-68984562,CUST-4904,jenniferfrancis@example.com,2025-05-22,web,"google pay",two-day,True,ONLINE,"24893 Allen Cliffs, Port Jose, WY 91112","24893 Allen Cliffs, Port Jose, WY 91112",3416.06,10,low
SO-82156521,CUST-4904,jenniferfrancis@example.com,2024-09-01,web,ach,two-day,True,ONLINE,"24893 Allen Cliffs, Port Jose, WY 91112","24893 Allen Cliffs, Port Jose, WY 91112",6739.36,17,low
SO-98617296,CUST-3655,gcarr@example.net,2024-07-21,phone,"credit card",two-day,True,"","42022 Peters Island Apt. 091, Reedfort, VT 09534","42022 Peters Island Apt. 091, Reedfort, VT 09534",5817.55,18,medium
SO-40285788,CUST-3655,gcarr@example.net,2025-04-18,"social media","credit card",standard,False,ONLINE,"42022 Peters Island Apt. 091, Reedfort, VT 09534","42022 Peters Island Apt. 091, Reedfort, VT 09534",7623.58,26,medium
SO-98277103,CUST-3655,gcarr@example.net,2025-01-03,web,"google pay",standard,False,ONLINE,"42022 Peters Island Apt. 091, Reedfort, VT 09534","42022 Peters Island Apt. 091, Reedfort, VT 09534",664.19,10,medium
SO-67402344,CUST-4980,mduran@example.com,2025-07-17,web,"credit card",overnight,True,ONLINE,"46754 Lisa Island, West Tiffanytown, NM 64504","46754 Lisa Island, West Tiffanytown, NM 64504",3374.31,26,high
SO-03816729,CUST-4980,mduran@example.com,2025-03-18,web,"credit card",standard,False,ONLINE,"46754 Lisa Island, West Tiffanytown, NM 64504","46754 Lisa Island, West Tiffanytown, NM 64504",5706.52,31,high
SO-32026012,CUST-4980,mduran@example.com,2025-01-18,"social media","credit card",two-day,True,ONLINE,"46754 Lisa Island, West Tiffanytown, NM 64504","46754 Lisa Island, West Tiffanytown, NM 64504",6122.25,27,high
SO-37177353,CUST-4426,rebeccamoore@example.org,2024-08-22,web,ach,overnight,True,ONLINE,"40899 Jonathan Meadows, Port Jodichester, MA 35170","40899 Jonathan Meadows, Port Jodichester, MA 35170",6046.96,18,high
SO-13310844,CUST-4426,rebeccamoore@example.org,2025-04-02,web,"credit card",standard,False,ONLINE,"40899 Jonathan Meadows, Port Jodichester, MA 35170","40899 Jonathan Meadows, Port Jodichester, MA 35170",5792.63,20,high
SO-79859579,CUST-4091,xwhite@example.org,2024-09-09,web,ach,standard,False,ONLINE,"7659 Welch Stravenue Apt. 068, South Christopher, AR 53062","7659 Welch Stravenue Apt. 068, South Christopher, AR 53062",5822.64,22,low
SO-18482849,CUST-4091,xwhite@example.org,2025-04-09,phone,ach,two-day,True,CSR-0001,"7659 Welch Stravenue Apt. 068, South Christopher, AR 53062","7659 Welch Stravenue Apt. 068, South Christopher, AR 53062",8082.03,31,low
SO-70330539,CUST-3598,courtneywest@example.com,2025-03-23,web,paypal,standard,False,ONLINE,"051 Heidi Point, Lake Cynthiaport, MH 49699","051 Heidi Point, Lake Cynthiaport, MH 49699",2000.1,5,high
SO-66640888,CUST-3598,courtneywest@example.com,2024-11-04,web,paypal,standard,False,ONLINE,"051 Heidi Point, Lake Cynthiaport, MH 49699","051 Heidi Point, Lake Cynthiaport, MH 49699",7353.99,40,high
SO-32304729,CUST-4569,mjenkins@example.net,2024-12-22,phone,ach,standard,False,"","499 Thompson Common, Crawfordland, SC 47060","499 Thompson Common, Crawfordland, SC 47060",11216.55,51,high
